timestamp,close
2024-01-01,100.0
2024-01-02,100.90025061717314
2024-01-03,102.2299428919977
2024-01-04,101.6711989342803
2024-01-05,99.59262438341872
2024-01-06,100.27947795945231
2024-01-07,101.08596185762762
2024-01-08,99.96522700848652
2024-01-09,100.03633327441509
2024-01-10,97.93858473876429
2024-01-11,96.38616954646025
2024-01-12,99.84049578679327
2024-01-13,97.39224239650721
2024-01-14,98.88948964236202
2024-01-15,99.59467686595193
2024-01-16,98.69481265137196
2024-01-17,99.28204237043559
2024-01-18,98.29151614482704
2024-01-19,98.3060830911616
2024-01-20,99.96381137599792
2024-01-21,101.46374895923275
2024-01-22,102.14438946450606
2024-01-23,100.76532891470669
2024-01-24,98.21305285406343
2024-01-25,98.28189473863611
2024-01-26,98.80069823666159
2024-01-27,97.723788486523
2024-01-28,97.64413193514152
2024-01-29,97.45027288495874
2024-01-30,99.0493109762426
2024-01-31,100.07330515141255
2024-02-01,99.67602030402462
2024-02-02,100.27266710230067
2024-02-03,101.63617628109976
2024-02-04,99.74626532533719
2024-02-05,99.92296528300103
2024-02-06,100.18275192236197
2024-02-07,99.44924669698112
2024-02-08,99.31710274491084
2024-02-09,99.81572770841747
2024-02-10,100.464671384355
2024-02-11,99.6369345359994
2024-02-12,100.1956506504988
2024-02-13,97.98284419402323
2024-02-14,98.02554871711844
2024-02-15,95.41785702743906
2024-02-16,94.88963795635328
2024-02-17,96.10605909276306
2024-02-18,93.58533889460095
2024-02-19,93.83649369350864
2024-02-20,93.60463691768844
2024-02-21,93.68163571096326
2024-02-22,94.23583949130749
2024-02-23,93.63198622349897
2024-02-24,93.09479763617114
2024-02-25,93.73649662689056
2024-02-26,94.02435984682947
2024-02-27,92.3381478292317
2024-02-28,92.8790768743017
2024-02-29,91.61892343428833
2024-03-01,93.43461781636185
2024-03-02,92.83200155678009
2024-03-03,95.73965280734184
2024-03-04,96.26497040545689
2024-03-05,98.79679658276743
2024-03-06,97.51964264856117
2024-03-07,98.04072512684367
2024-03-08,104.20589038533811
2024-03-09,106.75179413110055
2024-03-10,107.44088797371974
2024-03-11,107.61290950296107
2024-03-12,106.0720794473278
2024-03-13,106.46703033270143
2024-03-14,108.29420817085105
2024-03-15,107.2282749386621
2024-03-16,105.70482334772578
2024-03-17,106.58771705311187
2024-03-18,105.08589154265947
2024-03-19,105.91690286931998
2024-03-20,105.1750920826417
2024-03-21,104.13411860015012
2024-03-22,103.03881033868008
2024-03-23,103.52647486017743
2024-03-24,102.49187802150682
2024-03-25,103.44037962573255
2024-03-26,101.58405184104505
2024-03-27,103.86573449733645
2024-03-28,105.26360315356582
2024-03-29,107.28073054343015
2024-03-30,104.32642293850544
2024-03-31,102.8983792266578
2024-04-01,102.0713190810691
2024-04-02,103.45393001421371
2024-04-03,102.93684029347543
2024-04-04,99.77118489798863
2024-04-05,100.69099542040986
2024-04-06,98.72394294685816
2024-04-07,98.72615279083195
2024-04-08,98.54108271785678
2024-04-09,98.30783073936924
2024-04-10,98.65068411807125
2024-04-11,100.43154114620381
2024-04-12,99.78679540808763
2024-04-13,99.80584728622233
2024-04-14,98.15843397551858
2024-04-15,95.0763161223192
2024-04-16,94.34815937832427
2024-04-17,94.4212392126743
2024-04-18,93.73400687049987
2024-04-19,95.02883983740007
2024-04-20,95.90576262025247
2024-04-21,94.86463701048064
2024-04-22,94.53069120437522
2024-04-23,96.7108374090064
2024-04-24,98.41372290094688
2024-04-25,99.10451705418797
2024-04-26,99.96497133810742
2024-04-27,100.08689647099324
2024-04-28,100.04621738717508
2024-04-29,98.7668914990994
2024-04-30,97.90172261754961
2024-05-01,95.2392944734769
2024-05-02,96.92449833139213
2024-05-03,97.90884174198092
2024-05-04,98.20095815290917
2024-05-05,98.65590563976188
2024-05-06,98.94829646678683
2024-05-07,101.432587439169
2024-05-08,101.9798170755628
2024-05-09,102.05672310500054
2024-05-10,99.8228604451783
2024-05-11,100.48327772104209
2024-05-12,102.70190452077155
2024-05-13,101.98409423378472
2024-05-14,101.6674246430583
2024-05-15,102.69611672842298
2024-05-16,100.41834778520713
2024-05-17,99.66290829349924
2024-05-18,100.52557095987041
2024-05-19,101.56071806602179
2024-05-20,97.82191780513404
2024-05-21,99.62065307416817
2024-05-22,96.8194374565614
2024-05-23,97.98374761167148
2024-05-24,98.43397941717944
2024-05-25,97.48968859424829
2024-05-26,95.78306263121011
2024-05-27,96.52237972237054
2024-05-28,97.48657350479802
2024-05-29,96.9912939931134
2024-05-30,96.1984552405094
2024-05-31,97.26425505634413
2024-06-01,97.20508492495281
2024-06-02,96.55742182480178
2024-06-03,96.42548726645816
2024-06-04,99.85188379620102
2024-06-05,101.14294258064412
2024-06-06,102.76804729519218
2024-06-07,104.09574074442423
2024-06-08,105.63184594193383
2024-06-09,105.97885095608144
2024-06-10,110.12890604842914
2024-06-11,111.2339426320477
2024-06-12,111.47575817266586
2024-06-13,109.51295135345532
2024-06-14,110.1406352270314
2024-06-15,109.41856802212541
2024-06-16,107.76742290639734
2024-06-17,107.06285090179296
2024-06-18,107.71861564518436
2024-06-19,107.82546735356078
2024-06-20,108.68752941354461
2024-06-21,109.94055909539527
2024-06-22,109.00702113596522
2024-06-23,109.25489793733698
2024-06-24,109.12038783625846
2024-06-25,110.4727370481481
2024-06-26,107.17227959119997
2024-06-27,107.50794344902886
2024-06-28,105.44420891186739
2024-06-29,103.67497177887952
2024-06-30,105.44770685692762
2024-07-01,104.48780282558819
2024-07-02,107.66006547651617
2024-07-03,104.75688845918897
2024-07-04,104.38330266765254
2024-07-05,105.46187211633415
2024-07-06,105.92040855878297
2024-07-07,105.680437450029
2024-07-08,106.3978587940297
2024-07-09,107.83317006461692
2024-07-10,109.88464645374516
2024-07-11,108.47334353484207
2024-07-12,110.62443055420061
2024-07-13,109.91390070740341
2024-07-14,108.12971280416276
2024-07-15,110.62624193892809
2024-07-16,114.41731058394248
2024-07-17,114.88269942822555
2024-07-18,118.12514269939658
2024-07-19,118.00240405010726
2024-07-20,117.66951948403258
2024-07-21,116.89181308655824
2024-07-22,116.50560139598697
2024-07-23,119.81743915506918
2024-07-24,120.85584175872205
2024-07-25,124.65089978499749
2024-07-26,125.39878888355796
2024-07-27,123.74144409840449
2024-07-28,122.418423717567
2024-07-29,122.77778737317601
2024-07-30,120.50323214232603
2024-07-31,120.81571156875455
2024-08-01,125.13630618556067
2024-08-02,124.76803348604881
2024-08-03,127.00987821140808
2024-08-04,126.04755705797962
