datetime,open,high,low,close,volume,adj_close
1990-01-01 00:00:00,100.33605049547593,101.52457098948352,100.22139532167397,100.13754186393088,795215,100.11714432746346
1990-01-02 00:00:00,99.37029726974053,99.43269580233647,98.7060302731478,99.52417217268561,518702,99.3978546936757
1990-01-03 00:00:00,100.29104419998522,100.82973721402787,99.55729390366075,100.45722074226417,143872,100.21603454824205
1990-01-04 00:00:00,97.6396855678114,98.77376501043281,97.46464779955141,97.84333309012737,520458,97.7577418070749
1990-01-05 00:00:00,99.70699858487237,99.94595972597314,99.49005183465538,99.48480294639974,191572,99.4122151994165
1990-01-06 00:00:00,100.56393297120485,101.61967764645118,100.15470391376827,99.73068783316126,682263,99.67158507030713
1990-01-07 00:00:00,100.08182546786115,101.17803257594724,98.4788002360006,100.2653697040631,643737,100.2639897349807
1990-01-08 00:00:00,101.19472819513567,102.67615947385028,98.98633094280336,100.69548229735527,878699,100.75295827541191
1990-01-09 00:00:00,102.22924650413917,102.40087052299612,101.60272457079684,102.44035796579928,162774,102.4438064196955
1990-01-10 00:00:00,104.46942221333433,106.1470015201782,103.40611570566479,104.79236780771953,543547,104.91814057860917
1990-01-11 00:00:00,104.13396225248754,105.71240677806853,103.52208311697862,103.9460467105242,422690,104.04195303050335
1990-01-12 00:00:00,102.45270846569306,102.7348970818341,100.20562564378,103.06683469724541,499682,102.91420072920128
1990-01-13 00:00:00,103.59352930004974,103.61748528670246,103.22502203674514,104.01031474433145,143264,104.15064148814105
1990-01-14 00:00:00,103.66887665858867,104.12402215077911,103.22911569121814,103.71175799465779,231752,103.58712455162578
1990-01-15 00:00:00,104.02810541362071,104.54771143027244,102.98004207956268,103.14676610351896,449523,103.00767901420686
1990-01-16 00:00:00,104.59258419719488,105.87036918801388,103.1658555177746,105.05958754037674,826646,105.04416902045185
1990-01-17 00:00:00,104.43598293978906,105.92537640119578,103.8926608937757,104.2827088912586,553560,104.01493320537325
1990-01-18 00:00:00,105.61968790878534,106.53997082074132,105.23092193664894,105.86303568689829,786274,106.06148640754947
1990-01-19 00:00:00,105.54841299624192,106.0253963553597,104.4470170706003,105.18299019067642,403698,105.04286288237395
1990-01-20 00:00:00,104.93329855314059,105.79897758899966,103.58899740898063,105.48011331470485,123377,105.42342324926719
1990-01-21 00:00:00,105.77125725442448,106.17578135358166,105.34556471678505,105.45154156581835,340336,105.3498806785983
1990-01-22 00:00:00,105.97849333810642,106.30699273535559,105.95840257201932,106.0518113156865,757637,105.95981453079312
1990-01-23 00:00:00,105.38938519512908,105.53969529109352,103.88031535570445,105.11975994277883,389928,105.08950324834966
1990-01-24 00:00:00,105.50588112080614,105.80958725582836,104.80783345616923,105.85622478789666,262282,105.6907564331834
1990-01-25 00:00:00,105.89929892167338,106.82892547511568,104.49697008144621,106.03650991191274,644163,106.04705410254903
1990-01-26 00:00:00,105.50007944844633,106.03598945851664,104.39665990924298,104.78434531711294,315945,104.74197266591936
1990-01-27 00:00:00,105.56016031032642,105.73749665776111,104.50143313505252,105.4136537248362,559303,105.458353455548
1990-01-28 00:00:00,106.64872233189334,106.9585281582225,106.44023410421953,107.23464639173594,870408,107.15878049316478
1990-01-29 00:00:00,108.61305061711084,109.96247496984562,107.21092110182123,107.50199689739806,239182,107.63950702582525
1990-01-30 00:00:00,108.23884950759549,108.68293024958764,107.20816264482234,108.76181079946873,878996,108.8461060855483
1990-01-31 00:00:00,107.63831988306252,108.24973682946208,107.3402086717426,107.87326530727192,280407,107.82867638810386
1990-02-01 00:00:00,109.74206542230279,110.2101488419797,108.90643289609768,109.62992404327187,688154,109.58718297122729
1990-02-02 00:00:00,109.04916271211657,109.60222922419722,108.3786771145687,109.34250351012739,460516,109.35244938090803
1990-02-03 00:00:00,110.88005491346954,111.3570363530609,109.71133566077472,110.44009959075842,437978,110.47500383053722
1990-02-04 00:00:00,110.7992389247231,111.29761471148771,110.78622246325861,110.13361604753237,120066,110.03855281043396
1990-02-05 00:00:00,111.85766593256584,113.8155970288782,110.7059564685428,111.95308134052604,975883,112.04785551682791
1990-02-06 00:00:00,111.1307600135127,111.61206103722316,110.94644492908589,111.16379040438977,787964,111.19619783338936
1990-02-07 00:00:00,110.86361229253804,111.4928823589207,110.5782713461599,111.37199325872223,124728,111.36508365536935
1990-02-08 00:00:00,109.85593559717702,110.19779750484213,109.54855472489757,109.17281997932236,249396,109.12148762994048
1990-02-09 00:00:00,111.07667013739008,111.16289128430874,109.50344301769314,111.33161221602202,156934,111.34125341770138
1990-02-10 00:00:00,110.42119880984572,112.79475254928623,110.02430546152426,109.34500496070368,597016,109.29402598693696
1990-02-11 00:00:00,111.09580702655873,111.86035836015463,110.73585687071315,111.10931606212259,782507,111.02006140018428
1990-02-12 00:00:00,113.60319083721504,114.45449165469124,113.3069138968499,114.08605993351114,178765,114.16848488379034
1990-02-13 00:00:00,115.41859208465294,115.48171148323594,113.76349683963872,114.23106435775178,895264,114.4190308653676
1990-02-14 00:00:00,114.39135727881587,114.64802220705207,112.185546192407,114.54985806176595,757220,114.40394371276162
1990-02-15 00:00:00,112.76095595310463,113.25658096525078,110.83188828078622,112.20900180948227,387943,112.25680099881161
